request_date,blood_group,hospital_id,units_requested,request_count,avg_urgency_score,day_of_week,month,week_of_year,blood_group_enc,lag_1_units,lag_7_units,rolling_7d_mean
2026-03-30,A+,HOS020,3,1,1.0,0,3,14,1,2.0,8.0,3.4285714285714284
2026-04-11,A+,HOS020,5,2,0.5,5,4,15,1,3.0,2.0,2.7142857142857144
2026-04-14,A+,HOS020,4,1,2.0,1,4,16,1,5.0,6.0,3.142857142857143
2026-04-25,A+,HOS020,2,1,1.0,5,4,17,1,4.0,2.0,2.857142857142857
2025-05-13,A+,HOS021,3,1,1.0,1,5,20,1,0.0,0.0,0.0
2025-05-21,A+,HOS021,1,1,0.0,2,5,21,1,3.0,0.0,3.0
2025-05-22,A+,HOS021,4,1,1.0,3,5,21,1,1.0,0.0,2.0
2025-05-24,A+,HOS021,1,1,0.0,5,5,21,1,4.0,0.0,2.6666666666666665
2025-06-02,A+,HOS021,1,1,0.0,0,6,23,1,1.0,0.0,2.25
2025-06-08,A+,HOS021,2,1,1.0,6,6,23,1,1.0,0.0,2.0
2025-06-11,A+,HOS021,3,1,1.0,2,6,24,1,2.0,0.0,2.0
2025-06-30,A+,HOS021,2,1,0.0,0,6,27,1,3.0,3.0,2.142857142857143
2025-07-05,A+,HOS021,4,1,1.0,5,7,27,1,2.0,1.0,2.0
2025-07-10,A+,HOS021,2,1,1.0,3,7,28,1,4.0,4.0,2.4285714285714284
2025-07-25,A+,HOS021,2,1,1.0,4,7,30,1,2.0,1.0,2.142857142857143
2025-07-29,A+,HOS021,1,1,0.0,1,7,31,1,2.0,1.0,2.2857142857142856
2025-07-31,A+,HOS021,1,1,0.0,3,7,31,1,1.0,2.0,2.2857142857142856
2025-08-07,A+,HOS021,8,1,2.0,3,8,32,1,1.0,3.0,2.142857142857143
2025-08-14,A+,HOS021,3,1,1.0,3,8,33,1,8.0,2.0,2.857142857142857
2025-08-16,A+,HOS021,4,1,1.0,5,8,33,1,3.0,4.0,3.0
2025-08-19,A+,HOS021,3,1,1.0,1,8,34,1,4.0,2.0,3.0
2025-08-21,A+,HOS021,7,1,2.0,3,8,34,1,3.0,2.0,3.142857142857143
2025-08-23,A+,HOS021,2,1,0.0,5,8,34,1,7.0,1.0,3.857142857142857
2025-08-26,A+,HOS021,8,1,2.0,1,8,35,1,2.0,1.0,4.0
2025-08-31,A+,HOS021,2,1,1.0,6,8,35,1,8.0,8.0,5.0
2025-09-12,A+,HOS021,7,1,2.0,4,9,37,1,2.0,3.0,4.142857142857143
2025-09-20,A+,HOS021,2,1,0.0,5,9,38,1,7.0,4.0,4.714285714285714
2025-10-11,A+,HOS021,2,1,0.0,5,10,41,1,2.0,3.0,4.428571428571429
2025-11-02,A+,HOS021,2,1,0.0,6,11,44,1,2.0,7.0,4.285714285714286
2025-11-14,A+,HOS021,6,1,2.0,4,11,46,1,2.0,2.0,3.5714285714285716
2025-11-15,A+,HOS021,7,1,2.0,5,11,46,1,6.0,8.0,4.142857142857143
2025-11-17,A+,HOS021,2,1,0.0,0,11,47,1,7.0,2.0,4.0
2025-11-28,A+,HOS021,4,1,1.0,4,11,48,1,2.0,7.0,4.0
2025-12-08,A+,HOS021,6,1,2.0,0,12,50,1,4.0,2.0,3.5714285714285716
2025-12-10,A+,HOS021,2,1,0.0,2,12,50,1,6.0,2.0,4.142857142857143
2025-12-14,A+,HOS021,4,1,1.0,6,12,50,1,2.0,2.0,4.142857142857143
2025-12-17,A+,HOS021,7,1,2.0,2,12,51,1,4.0,6.0,4.428571428571429
2026-01-08,A+,HOS021,4,1,1.0,3,1,2,1,7.0,7.0,4.571428571428571
2026-01-16,A+,HOS021,1,1,0.0,4,1,3,1,4.0,2.0,4.142857142857143
2026-01-22,A+,HOS021,2,1,0.0,3,1,4,1,1.0,4.0,4.0
2026-02-02,A+,HOS021,4,1,1.0,0,2,6,1,2.0,6.0,3.7142857142857144
2026-02-10,A+,HOS021,4,1,1.0,1,2,7,1,4.0,2.0,3.4285714285714284
2026-02-13,A+,HOS021,10,1,3.0,4,2,7,1,4.0,4.0,3.7142857142857144
2026-02-16,A+,HOS021,6,1,3.0,0,2,8,1,10.0,7.0,4.571428571428571
2026-02-20,A+,HOS021,4,1,1.0,4,2,8,1,6.0,4.0,4.428571428571429
2026-03-01,A+,HOS021,2,1,0.0,6,3,9,1,4.0,1.0,4.428571428571429
2026-04-01,A+,HOS021,3,2,0.5,2,4,14,1,2.0,2.0,4.571428571428571
2026-04-04,A+,HOS021,4,2,0.5,5,4,14,1,3.0,4.0,4.714285714285714
2026-04-08,A+,HOS021,2,1,0.0,2,4,15,1,4.0,4.0,4.714285714285714
2026-04-22,A+,HOS021,1,1,0.0,2,4,17,1,2.0,10.0,4.428571428571429
2026-04-24,A+,HOS021,3,1,1.0,4,4,17,1,1.0,6.0,3.142857142857143
2025-05-15,A-,HOS001,1,1,0.0,3,5,20,5,0.0,0.0,0.0
2025-06-14,A-,HOS001,2,1,1.0,5,6,24,5,1.0,0.0,1.0
2025-07-27,A-,HOS001,5,1,2.0,6,7,30,5,2.0,0.0,1.5
2025-07-30,A-,HOS001,4,1,1.0,2,7,31,5,5.0,0.0,2.6666666666666665
2025-08-17,A-,HOS001,2,1,0.0,6,8,33,5,4.0,0.0,3.0
2025-08-30,A-,HOS001,2,1,0.0,5,8,35,5,2.0,0.0,2.8
2025-09-11,A-,HOS001,2,1,0.0,3,9,37,5,2.0,0.0,2.6666666666666665
2025-10-11,A-,HOS001,2,1,1.0,5,10,41,5,2.0,1.0,2.5714285714285716
2025-10-26,A-,HOS001,2,1,1.0,6,10,43,5,2.0,2.0,2.7142857142857144
2025-11-08,A-,HOS001,4,1,1.0,5,11,45,5,2.0,5.0,2.7142857142857144
2026-01-19,A-,HOS001,15,1,3.0,0,1,4,5,4.0,4.0,2.5714285714285716
2026-03-25,A-,HOS001,2,1,0.0,2,3,13,5,15.0,2.0,4.142857142857143
2025-05-06,A-,HOS002,5,1,2.0,1,5,19,5,0.0,0.0,0.0
2025-05-08,A-,HOS002,3,1,1.0,3,5,19,5,5.0,0.0,5.0
2025-06-05,A-,HOS002,1,1,0.0,3,6,23,5,3.0,0.0,4.0
2025-10-10,A-,HOS002,1,1,0.0,4,10,41,5,1.0,0.0,3.0
2025-11-20,A-,HOS002,2,1,1.0,3,11,47,5,1.0,0.0,2.5
2026-01-08,A-,HOS002,1,1,0.0,3,1,2,5,2.0,0.0,2.4
2025-08-11,A-,HOS003,3,1,1.0,0,8,33,5,0.0,0.0,0.0
2025-11-04,A-,HOS003,4,1,1.0,1,11,45,5,3.0,0.0,3.0
2025-11-06,A-,HOS003,1,1,0.0,3,11,45,5,4.0,0.0,3.5
2025-05-23,A-,HOS004,2,1,0.0,4,5,21,5,0.0,0.0,0.0
2025-07-05,A-,HOS004,4,1,1.0,5,7,27,5,2.0,0.0,2.0
2025-07-20,A-,HOS004,2,1,1.0,6,7,29,5,4.0,0.0,3.0
2025-09-27,A-,HOS004,8,1,2.0,5,9,39,5,2.0,0.0,2.6666666666666665
2026-02-04,A-,HOS004,4,1,1.0,2,2,6,5,8.0,0.0,4.0
2026-04-07,A-,HOS004,1,1,0.0,1,4,15,5,4.0,0.0,4.0
2026-05-02,A-,HOS004,1,1,0.0,5,5,18,5,1.0,0.0,3.5
2025-05-03,A-,HOS005,4,1,2.0,5,5,18,5,0.0,0.0,0.0
2025-05-07,A-,HOS005,7,1,3.0,2,5,19,5,4.0,0.0,4.0
2025-09-09,A-,HOS005,4,1,1.0,1,9,37,5,7.0,0.0,5.5
2025-11-09,A-,HOS005,5,1,2.0,6,11,45,5,4.0,0.0,5.0
2025-11-13,A-,HOS005,4,1,2.0,3,11,46,5,5.0,0.0,5.0
2026-03-11,A-,HOS005,2,1,0.0,2,3,11,5,4.0,0.0,4.8
2026-03-27,A-,HOS005,2,1,0.0,4,3,13,5,2.0,0.0,4.333333333333333
2025-06-12,A-,HOS006,7,1,2.0,3,6,24,5,0.0,0.0,0.0
2025-08-23,A-,HOS006,2,1,0.0,5,8,34,5,7.0,0.0,7.0
2026-04-05,A-,HOS006,2,1,0.0,6,4,14,5,2.0,0.0,4.5
2026-04-15,A-,HOS006,4,1,1.0,2,4,16,5,2.0,0.0,3.6666666666666665
2026-04-25,A-,HOS006,6,1,2.0,5,4,17,5,4.0,0.0,3.75
2025-06-20,A-,HOS007,4,1,1.0,4,6,25,5,0.0,0.0,0.0
2025-07-31,A-,HOS007,6,1,2.0,3,7,31,5,4.0,0.0,4.0
2025-08-01,A-,HOS007,4,1,1.0,4,8,31,5,6.0,0.0,5.0
2026-01-05,A-,HOS007,1,1,0.0,0,1,2,5,4.0,0.0,4.666666666666667
2026-01-23,A-,HOS007,4,1,1.0,4,1,4,5,1.0,0.0,3.75
2025-06-10,A-,HOS008,4,1,1.0,1,6,24,5,0.0,0.0,0.0
2025-09-22,A-,HOS008,7,1,2.0,0,9,39,5,4.0,0.0,4.0
2025-09-28,A-,HOS008,4,1,1.0,6,9,39,5,7.0,0.0,5.5
2025-12-15,A-,HOS008,5,1,2.0,0,12,51,5,4.0,0.0,5.0
2025-12-16,A-,HOS008,2,1,0.0,1,12,51,5,5.0,0.0,5.0
2026-02-11,A-,HOS008,8,1,2.0,2,2,7,5,2.0,0.0,4.4
2026-02-19,A-,HOS008,4,1,1.0,3,2,8,5,8.0,0.0,5.0
2026-04-18,A-,HOS008,15,1,3.0,5,4,16,5,4.0,4.0,4.857142857142857
2025-07-10,A-,HOS009,1,1,0.0,3,7,28,5,0.0,0.0,0.0
2025-07-18,A-,HOS009,2,1,0.0,4,7,29,5,1.0,0.0,1.0
2025-08-05,A-,HOS009,1,1,0.0,1,8,32,5,2.0,0.0,1.5
2026-03-20,A-,HOS009,4,1,1.0,4,3,12,5,1.0,0.0,1.3333333333333333
2026-04-11,A-,HOS009,3,1,1.0,5,4,15,5,4.0,0.0,2.0
2025-07-10,A-,HOS010,13,1,3.0,3,7,28,5,0.0,0.0,0.0
2025-08-28,A-,HOS010,3,1,1.0,3,8,35,5,13.0,0.0,13.0
2025-09-13,A-,HOS010,2,1,1.0,5,9,37,5,3.0,0.0,8.0
2025-09-20,A-,HOS010,2,1,0.0,5,9,38,5,2.0,0.0,6.0
2025-10-12,A-,HOS010,2,1,1.0,6,10,41,5,2.0,0.0,5.0
2026-02-02,A-,HOS010,2,1,1.0,0,2,6,5,2.0,0.0,4.4
2026-02-25,A-,HOS010,3,1,1.0,2,2,9,5,2.0,0.0,4.0
2026-03-01,A-,HOS010,2,1,0.0,6,3,9,5,3.0,13.0,3.857142857142857
2025-07-18,A-,HOS011,4,1,1.0,4,7,29,5,0.0,0.0,0.0
2025-07-25,A-,HOS011,2,1,0.0,4,7,30,5,4.0,0.0,4.0
2025-08-12,A-,HOS011,6,1,2.0,1,8,33,5,2.0,0.0,3.0
2025-08-29,A-,HOS011,2,1,0.0,4,8,35,5,6.0,0.0,4.0
2025-10-04,A-,HOS011,7,1,2.0,5,10,40,5,2.0,0.0,3.5
2025-12-07,A-,HOS011,4,1,1.0,6,12,49,5,7.0,0.0,4.2
2026-02-09,A-,HOS011,8,1,2.0,0,2,7,5,4.0,0.0,4.166666666666667
2026-03-09,A-,HOS011,1,1,0.0,0,3,11,5,8.0,4.0,4.714285714285714
2025-05-08,A-,HOS012,1,1,0.0,3,5,19,5,0.0,0.0,0.0
2025-06-12,A-,HOS012,1,1,0.0,3,6,24,5,1.0,0.0,1.0
2025-06-20,A-,HOS012,6,1,2.0,4,6,25,5,1.0,0.0,1.0
2025-09-01,A-,HOS012,7,1,3.0,0,9,36,5,6.0,0.0,2.6666666666666665
2025-09-22,A-,HOS012,1,1,0.0,0,9,39,5,7.0,0.0,3.75
2025-10-27,A-,HOS012,2,1,0.0,0,10,44,5,1.0,0.0,3.2
2025-11-06,A-,HOS012,5,1,2.0,3,11,45,5,2.0,0.0,3.0
2026-02-01,A-,HOS012,4,1,1.0,6,2,5,5,5.0,1.0,3.2857142857142856
2026-02-26,A-,HOS012,3,1,1.0,3,2,9,5,4.0,1.0,3.7142857142857144
2025-12-04,A-,HOS013,5,2,0.5,3,12,49,5,0.0,0.0,0.0
2025-12-13,A-,HOS013,1,1,0.0,5,12,50,5,5.0,0.0,5.0
2025-06-03,A-,HOS014,4,1,2.0,1,6,23,5,0.0,0.0,0.0
2025-10-12,A-,HOS014,1,1,0.0,6,10,41,5,4.0,0.0,4.0
2025-10-21,A-,HOS014,3,1,1.0,1,10,43,5,1.0,0.0,2.5
2025-12-09,A-,HOS014,1,1,0.0,1,12,50,5,3.0,0.0,2.6666666666666665
2026-03-22,A-,HOS014,2,1,0.0,6,3,12,5,1.0,0.0,2.25
2025-11-05,A-,HOS015,2,1,1.0,2,11,45,5,0.0,0.0,0.0
2026-03-28,A-,HOS015,2,1,0.0,5,3,13,5,2.0,0.0,2.0
2026-04-30,A-,HOS015,2,1,0.0,3,4,18,5,2.0,0.0,2.0
2025-05-26,A-,HOS016,2,1,0.0,0,5,22,5,0.0,0.0,0.0
2025-11-25,A-,HOS016,2,1,0.0,1,11,48,5,2.0,0.0,2.0
2025-05-09,A-,HOS017,2,1,1.0,4,5,19,5,0.0,0.0,0.0
2025-09-05,A-,HOS017,2,1,1.0,4,9,36,5,2.0,0.0,2.0
2025-10-11,A-,HOS017,5,1,2.0,5,10,41,5,2.0,0.0,2.0
2025-11-12,A-,HOS017,2,1,0.0,2,11,46,5,5.0,0.0,3.0
2026-01-10,A-,HOS017,4,1,2.0,5,1,2,5,2.0,0.0,2.75
2026-03-29,A-,HOS017,3,1,1.0,6,3,13,5,4.0,0.0,3.0
2025-06-12,A-,HOS018,2,1,0.0,3,6,24,5,0.0,0.0,0.0
2025-07-21,A-,HOS018,2,1,0.0,0,7,30,5,2.0,0.0,2.0
2025-12-13,A-,HOS018,2,1,0.0,5,12,50,5,2.0,0.0,2.0
2026-04-21,A-,HOS018,2,1,1.0,1,4,17,5,2.0,0.0,2.0
2025-06-10,A-,HOS019,2,1,1.0,1,6,24,5,0.0,0.0,0.0
2025-06-25,A-,HOS019,2,1,0.0,2,6,26,5,2.0,0.0,2.0
2025-09-28,A-,HOS019,3,1,1.0,6,9,39,5,2.0,0.0,2.0
2025-10-18,A-,HOS019,2,1,1.0,5,10,42,5,3.0,0.0,2.3333333333333335
2026-02-09,A-,HOS019,1,1,0.0,0,2,7,5,2.0,0.0,2.25
2026-02-24,A-,HOS019,3,1,1.0,1,2,9,5,1.0,0.0,2.0
2026-04-20,A-,HOS019,3,1,1.0,0,4,17,5,3.0,0.0,2.1666666666666665
2025-06-08,A-,HOS020,6,1,2.0,6,6,23,5,0.0,0.0,0.0
2025-06-13,A-,HOS020,13,1,3.0,4,6,24,5,6.0,0.0,6.0
2025-06-22,A-,HOS020,13,1,3.0,6,6,25,5,13.0,0.0,9.5
2025-09-22,A-,HOS020,8,1,2.0,0,9,39,5,13.0,0.0,10.666666666666666
2026-02-21,A-,HOS020,5,1,2.0,5,2,8,5,8.0,0.0,10.0
2026-03-18,A-,HOS020,2,1,0.0,2,3,12,5,5.0,0.0,9.0
2026-04-10,A-,HOS020,4,1,1.0,4,4,15,5,2.0,0.0,7.833333333333333
2026-04-17,A-,HOS020,2,1,1.0,4,4,16,5,4.0,6.0,7.285714285714286
2025-08-12,A-,HOS021,2,1,0.0,1,8,33,5,0.0,0.0,0.0
2025-08-29,A-,HOS021,2,1,0.0,4,8,35,5,2.0,0.0,2.0
2025-09-02,A-,HOS021,4,1,2.0,1,9,36,5,2.0,0.0,2.0
2025-09-11,A-,HOS021,7,1,2.0,3,9,37,5,4.0,0.0,2.6666666666666665
2025-10-16,A-,HOS021,4,1,1.0,3,10,42,5,7.0,0.0,3.75
2025-11-26,A-,HOS021,2,1,1.0,2,11,48,5,4.0,0.0,3.8
2026-01-04,A-,HOS021,2,1,0.0,6,1,1,5,2.0,0.0,3.5
2026-01-25,A-,HOS021,4,1,1.0,6,1,4,5,2.0,2.0,3.2857142857142856
2026-02-06,A-,HOS021,1,1,0.0,4,2,6,5,4.0,2.0,3.5714285714285716
2026-03-24,A-,HOS021,1,1,0.0,1,3,13,5,1.0,4.0,3.4285714285714284
2025-08-15,AB+,HOS001,1,1,0.0,4,8,33,3,0.0,0.0,0.0
2025-08-19,AB+,HOS001,3,1,1.0,1,8,34,3,1.0,0.0,1.0
2025-08-28,AB+,HOS001,1,1,0.0,3,8,35,3,3.0,0.0,2.0
2025-09-11,AB+,HOS001,2,1,0.0,3,9,37,3,1.0,0.0,1.6666666666666667
2025-10-12,AB+,HOS001,3,1,1.0,6,10,41,3,2.0,0.0,1.75
2025-10-15,AB+,HOS001,1,1,0.0,2,10,42,3,3.0,0.0,2.0
2025-11-09,AB+,HOS001,2,1,1.0,6,11,45,3,1.0,0.0,1.8333333333333333
2025-12-06,AB+,HOS001,1,1,0.0,5,12,49,3,2.0,1.0,1.8571428571428572
2026-01-19,AB+,HOS001,1,1,0.0,0,1,4,3,1.0,3.0,1.8571428571428572
2026-01-23,AB+,HOS001,7,1,2.0,4,1,4,3,1.0,1.0,1.5714285714285714
2026-03-11,AB+,HOS001,4,1,1.0,2,3,11,3,7.0,2.0,2.4285714285714284
2026-04-06,AB+,HOS001,3,1,1.0,0,4,15,3,4.0,3.0,2.7142857142857144
2025-06-21,AB+,HOS002,2,1,0.0,5,6,25,3,0.0,0.0,0.0
2025-07-12,AB+,HOS002,1,1,0.0,5,7,28,3,2.0,0.0,2.0
2025-07-21,AB+,HOS002,2,1,0.0,0,7,30,3,1.0,0.0,1.5
2025-08-01,AB+,HOS002,2,1,1.0,4,8,31,3,2.0,0.0,1.6666666666666667
2025-09-30,AB+,HOS002,7,1,2.0,1,9,40,3,2.0,0.0,1.75
2025-11-08,AB+,HOS002,3,1,1.0,5,11,45,3,7.0,0.0,2.8
2025-12-08,AB+,HOS002,1,1,0.0,0,12,50,3,3.0,0.0,2.8333333333333335
2026-01-03,AB+,HOS002,2,1,1.0,5,1,1,3,1.0,2.0,2.5714285714285716
2026-04-01,AB+,HOS002,1,1,0.0,2,4,14,3,2.0,1.0,2.5714285714285716
2026-04-17,AB+,HOS002,2,1,0.0,4,4,16,3,1.0,2.0,2.5714285714285716
2026-04-21,AB+,HOS002,2,1,0.0,1,4,17,3,2.0,2.0,2.5714285714285716
2025-07-15,AB+,HOS003,1,1,0.0,1,7,29,3,0.0,0.0,0.0
2025-09-24,AB+,HOS003,8,1,2.0,2,9,39,3,1.0,0.0,1.0
2025-10-13,AB+,HOS003,1,1,0.0,0,10,42,3,8.0,0.0,4.5
2025-10-14,AB+,HOS003,11,1,3.0,1,10,42,3,1.0,0.0,3.3333333333333335
2025-11-10,AB+,HOS003,1,1,0.0,0,11,46,3,11.0,0.0,5.25
2025-12-27,AB+,HOS003,1,1,0.0,5,12,52,3,1.0,0.0,4.4
2026-02-14,AB+,HOS003,4,1,1.0,5,2,7,3,1.0,0.0,3.8333333333333335
2026-02-15,AB+,HOS003,4,1,1.0,6,2,7,3,4.0,1.0,3.857142857142857
2026-04-20,AB+,HOS003,1,1,0.0,0,4,17,3,4.0,8.0,4.285714285714286
2026-04-22,AB+,HOS003,3,1,1.0,2,4,17,3,1.0,1.0,3.2857142857142856
2025-07-18,AB+,HOS004,2,1,1.0,4,7,29,3,0.0,0.0,0.0
2025-10-09,AB+,HOS004,3,1,1.0,3,10,41,3,2.0,0.0,2.0
2025-10-20,AB+,HOS004,8,1,2.0,0,10,43,3,3.0,0.0,2.5
2025-12-24,AB+,HOS004,2,1,0.0,2,12,52,3,8.0,0.0,4.333333333333333
2026-01-06,AB+,HOS004,1,1,0.0,1,1,2,3,2.0,0.0,3.75
2026-01-29,AB+,HOS004,2,1,0.0,3,1,5,3,1.0,0.0,3.2
2026-02-24,AB+,HOS004,4,1,1.0,1,2,9,3,2.0,0.0,3.0
2026-04-08,AB+,HOS004,13,1,3.0,2,4,15,3,4.0,2.0,3.142857142857143
2026-04-10,AB+,HOS004,2,1,1.0,4,4,15,3,13.0,3.0,4.714285714285714
2026-04-14,AB+,HOS004,4,1,2.0,1,4,16,3,2.0,8.0,4.571428571428571
2025-10-25,AB+,HOS005,1,1,0.0,5,10,43,3,0.0,0.0,0.0
2026-02-19,AB+,HOS005,2,1,1.0,3,2,8,3,1.0,0.0,1.0
2025-06-22,AB+,HOS006,3,1,1.0,6,6,25,3,0.0,0.0,0.0
2025-08-29,AB+,HOS006,4,1,1.0,4,8,35,3,3.0,0.0,3.0
2025-09-15,AB+,HOS006,1,1,0.0,0,9,38,3,4.0,0.0,3.5
2025-12-07,AB+,HOS006,2,1,1.0,6,12,49,3,1.0,0.0,2.6666666666666665
2025-12-09,AB+,HOS006,1,1,0.0,1,12,50,3,2.0,0.0,2.5
2026-04-12,AB+,HOS006,4,1,2.0,6,4,15,3,1.0,0.0,2.2
2026-04-19,AB+,HOS006,4,1,2.0,6,4,16,3,4.0,0.0,2.5
2025-05-24,AB+,HOS007,4,1,1.0,5,5,21,3,0.0,0.0,0.0
2025-07-22,AB+,HOS007,6,1,2.0,1,7,30,3,4.0,0.0,4.0
2025-07-28,AB+,HOS007,3,1,1.0,0,7,31,3,6.0,0.0,5.0
2025-08-01,AB+,HOS007,2,1,1.0,4,8,31,3,3.0,0.0,4.333333333333333
2025-08-12,AB+,HOS007,2,1,0.0,1,8,33,3,2.0,0.0,3.75
2025-09-12,AB+,HOS007,2,1,0.0,4,9,37,3,2.0,0.0,3.4
2025-10-12,AB+,HOS007,3,1,1.0,6,10,41,3,2.0,0.0,3.1666666666666665
2026-01-02,AB+,HOS007,1,1,0.0,4,1,1,3,3.0,4.0,3.142857142857143
2026-01-10,AB+,HOS007,2,1,1.0,5,1,2,3,1.0,6.0,2.7142857142857144
2026-01-20,AB+,HOS007,3,1,1.0,1,1,4,3,2.0,3.0,2.142857142857143
2026-03-28,AB+,HOS007,15,1,3.0,5,3,13,3,3.0,2.0,2.142857142857143
2026-04-23,AB+,HOS007,1,1,0.0,3,4,17,3,15.0,2.0,4.0
2025-05-26,AB+,HOS008,7,1,2.0,0,5,22,3,0.0,0.0,0.0
2025-06-10,AB+,HOS008,4,1,1.0,1,6,24,3,7.0,0.0,7.0
2025-11-03,AB+,HOS008,2,1,1.0,0,11,45,3,4.0,0.0,5.5
2025-11-10,AB+,HOS008,3,1,1.0,0,11,46,3,2.0,0.0,4.333333333333333
2026-01-25,AB+,HOS008,4,1,1.0,6,1,4,3,3.0,0.0,4.0
2026-04-08,AB+,HOS008,3,1,1.0,2,4,15,3,4.0,0.0,4.0
2025-07-09,AB+,HOS009,3,1,1.0,2,7,28,3,0.0,0.0,0.0
2025-08-02,AB+,HOS009,2,1,0.0,5,8,31,3,3.0,0.0,3.0
2025-12-27,AB+,HOS009,1,1,0.0,5,12,52,3,2.0,0.0,2.5
2026-04-19,AB+,HOS009,12,1,3.0,6,4,16,3,1.0,0.0,2.0
2025-05-16,AB+,HOS010,2,1,1.0,4,5,20,3,0.0,0.0,0.0
2025-06-08,AB+,HOS010,5,1,2.0,6,6,23,3,2.0,0.0,2.0
2025-07-13,AB+,HOS010,2,1,1.0,6,7,28,3,5.0,0.0,3.5
2025-08-30,AB+,HOS010,7,1,2.0,5,8,35,3,2.0,0.0,3.0
2025-09-01,AB+,HOS010,2,1,0.0,0,9,36,3,7.0,0.0,4.0
2025-09-10,AB+,HOS010,3,1,1.0,2,9,37,3,2.0,0.0,3.6
2025-10-14,AB+,HOS010,2,1,0.0,1,10,42,3,3.0,0.0,3.5
2026-01-05,AB+,HOS010,4,1,1.0,0,1,2,3,2.0,2.0,3.2857142857142856
2026-03-14,AB+,HOS010,2,1,0.0,5,3,11,3,4.0,5.0,3.5714285714285716
2026-04-09,AB+,HOS010,2,1,0.0,3,4,15,3,2.0,2.0,3.142857142857143
2025-05-07,AB+,HOS011,2,1,0.0,2,5,19,3,0.0,0.0,0.0
2025-05-08,AB+,HOS011,2,1,0.0,3,5,19,3,2.0,0.0,2.0
2025-07-20,AB+,HOS011,2,1,1.0,6,7,29,3,2.0,0.0,2.0
2025-07-26,AB+,HOS011,1,1,0.0,5,7,30,3,2.0,0.0,2.0
2025-09-08,AB+,HOS011,6,1,3.0,0,9,37,3,1.0,0.0,1.75
2025-09-10,AB+,HOS011,1,1,0.0,2,9,37,3,6.0,0.0,2.6
2025-12-18,AB+,HOS011,2,1,1.0,3,12,51,3,1.0,0.0,2.3333333333333335
2025-12-20,AB+,HOS011,2,1,1.0,5,12,51,3,2.0,2.0,2.2857142857142856
2025-12-25,AB+,HOS011,8,1,3.0,3,12,52,3,2.0,2.0,2.2857142857142856
2026-01-01,AB+,HOS011,2,1,0.0,3,1,1,3,8.0,2.0,3.142857142857143
2026-02-14,AB+,HOS011,7,1,2.0,5,2,7,3,2.0,1.0,3.142857142857143
2025-05-18,AB+,HOS012,2,1,0.0,6,5,20,3,0.0,0.0,0.0
2025-06-22,AB+,HOS012,8,1,2.0,6,6,25,3,2.0,0.0,2.0
2025-08-27,AB+,HOS012,3,1,1.0,2,8,35,3,8.0,0.0,5.0
2025-08-30,AB+,HOS012,3,1,1.0,5,8,35,3,3.0,0.0,4.333333333333333
2025-09-16,AB+,HOS012,4,1,1.0,1,9,38,3,3.0,0.0,4.0
2025-09-24,AB+,HOS012,2,1,1.0,2,9,39,3,4.0,0.0,4.0
2025-11-17,AB+,HOS012,4,1,1.0,0,11,47,3,2.0,0.0,3.6666666666666665
2026-01-09,AB+,HOS012,2,1,1.0,4,1,2,3,4.0,2.0,3.7142857142857144
2026-02-02,AB+,HOS012,2,1,0.0,0,2,6,3,2.0,8.0,3.7142857142857144
2026-02-06,AB+,HOS012,1,1,0.0,4,2,6,3,2.0,3.0,2.857142857142857
2026-03-02,AB+,HOS012,2,1,1.0,0,3,10,3,1.0,3.0,2.5714285714285716
2026-04-05,AB+,HOS012,8,1,2.0,6,4,14,3,2.0,4.0,2.4285714285714284
2026-04-23,AB+,HOS012,2,1,0.0,3,4,17,3,8.0,2.0,3.0
2026-05-02,AB+,HOS012,2,1,1.0,5,5,18,3,2.0,4.0,3.0
2025-06-11,AB+,HOS013,2,1,0.0,2,6,24,3,0.0,0.0,0.0
2025-06-12,AB+,HOS013,1,1,0.0,3,6,24,3,2.0,0.0,2.0
2025-07-24,AB+,HOS013,6,2,1.0,3,7,30,3,1.0,0.0,1.5
2025-09-28,AB+,HOS013,2,1,1.0,6,9,39,3,6.0,0.0,3.0
2026-03-06,AB+,HOS013,3,1,1.0,4,3,10,3,2.0,0.0,2.75
2025-05-26,AB+,HOS014,14,1,3.0,0,5,22,3,0.0,0.0,0.0
2025-05-29,AB+,HOS014,7,1,2.0,3,5,22,3,14.0,0.0,14.0
2025-06-03,AB+,HOS014,5,1,2.0,1,6,23,3,7.0,0.0,10.5
2025-08-19,AB+,HOS014,4,1,1.0,1,8,34,3,5.0,0.0,8.666666666666666
2025-09-11,AB+,HOS014,3,1,1.0,3,9,37,3,4.0,0.0,7.5
2025-09-28,AB+,HOS014,4,1,1.0,6,9,39,3,3.0,0.0,6.6
2025-10-05,AB+,HOS014,8,1,2.0,6,10,40,3,4.0,0.0,6.166666666666667
2025-10-16,AB+,HOS014,4,1,1.0,3,10,42,3,8.0,14.0,6.428571428571429
2025-12-13,AB+,HOS014,4,1,1.0,5,12,50,3,4.0,7.0,5.0
2026-01-01,AB+,HOS014,2,1,0.0,3,1,1,3,4.0,5.0,4.571428571428571
2026-01-16,AB+,HOS014,1,1,0.0,4,1,3,3,2.0,4.0,4.142857142857143
2026-01-17,AB+,HOS014,6,1,3.0,5,1,3,3,1.0,3.0,3.7142857142857144
2026-04-26,AB+,HOS014,6,1,2.0,6,4,17,3,6.0,4.0,4.142857142857143
